UID,ChainName,Name,Est,Address,City,St,zip,Phone,latitude,longitude,Amenities,RecordID,Web,Booking,Comments,Pin,Rating,Reviews
163431,Campground,Woodlands Camping Resort,57,265 Starkey Ln,Elkton,MD,21921,410-398-4414,39.58332,-75.884792,"$$$, 156 sites, All Year, All ages, Tents, 50 ft max RV length, 127 ft elev, Accepts Big Rigs, 3 pull thrus, 156 full hookups, electric only sites, 4 amp sites, water, toilets, showers, dump, propane, laundry, pet friendly, pool, store, 8 overnight sites, (C)",20784,http://woodlandscampingresort.com/,,,camp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=207
163432,Campground,Hilton - Patapsco Valley State Park,60,1101 Hilton Avenue,Catonsville,MD,21228,410-461-5005,39.2448604,-76.74491144,"$$, 12 sites, All Year weekends only Nov-Mar, No RVs, All ages, Tents only camp, 308 ft elev, no pets allowed, store, (C)",20785,http://dnr.maryland.gov/publiclands/Pages/central/patapsco.aspx,https://parkreservations.maryland.gov/create-booking/results?resourceLocationId=-2147483629&mapId=-2147483547&searchTabGroupId=0&bookingCategoryId=0&nights=1&isReserving=true,,sp_tent_pin,5,https://www.allstays.com/reviews2/review.php?LocID=20785
163433,Campground,Hollofield - Patapsco Valley State Park,60,8020 Baltimore National Pike,Ellicott City,MD,21043,410-461-5005,39.295627,-76.786904,"$$$, 73 sites, Apr-Oct 30, All ages, Tents, 40 ft max RV length, 379 ft elev, Accepts Big Rigs, 5 pull thrus, 30 electric only sites, 30 amp, tables, grill, water, toilets, showers, dump, firewood, pet friendly extra rules, playground, store, trail, hike, (C)",20786,http://dnr.maryland.gov/publiclands/Pages/central/patapsco.aspx,https://parkreservations.maryland.gov/create-booking/results?resourceLocationId=-2147483629&mapId=-2147483547&searchTabGroupId=0&bookingCategoryId=0&nights=1&isReserving=true,,sp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=20786
163434,Campground,Green Ridge State Forest,59,28700 Headquarters Drive NE,Flintstone,MD,21530,301-478-3124,39.667328,-78.438362,"$, 100 sites, All year, All Ages, Tents sites: 100, 914 ft elev, tables, grill, toilets, fish, trail, hike, boat launch, primitive, horses (C)",37717,http://dnr.maryland.gov/forests/Pages/publiclands/western_greenridgeforest.aspx,,,nf_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=37717
163435,Campground,Rocky Gap State Park,60,17600 Campers Hill Drive,Flintstone,MD,21530,301-722-1487,39.717784,-78.642333,"$$$, 278 sites, All Year, All ages, Tents, 50 ft max RV length, 1203 ft elev, Accepts Big Rigs, 35 pull thrus, 30 electric only sites, 30 amp, tables, grill, water, flush t, showers, dump, firewood, playground, (C)",20787,http://www.dnr.state.md.us/publiclands/Pages/western/rockygap.aspx,https://parkreservations.maryland.gov/create-booking/results?resourceLocationId=-2147483625&mapId=-2147483515&searchTabGroupId=0&bookingCategoryId=0&nights=1&isReserving=true,,sp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=20787
163437,Campground,Evergreen Point Village,57,7589 Shields Drive,Frederick,MD,21704,301-662-8121,39.388166,-77.404114,"$$$, 25 sites, RVs only, All ages, No tent, 300 ft elev, Accepts Big Rigs, pull thrus, full hookups, electric, 50 amp, water, dump, RV Storage, laundry, pet friendly, playground, store, 3 night minimum stay (C)",35876,http://evergreenvillage.myshopify.com/,,,camp_rv_pin,2,http://www.allstays.com/Campgrounds-reviews/35876.php
163439,Campground,Merry Meadows Recreation Farm,57,1523 Freeland Rd,Freeland,MD,21053,410-329-6636,39.694886,-76.699097,"$$$$$, 300 sites, All Year, All ages, Tents, 75 ft max RV length, 799 ft elev, Accepts Big Rigs, 75 pull thrus, 300 full hookups, electric, 20/30/50 amp, 100 amp sites, tables, grill, water, dump, Clubs-GSC, RV Storage, laundry, firewood, internet, pet friendly, pool, playground, 140 Seasonals, (C)",20790,https://www.merrymeadows.com/,https://www.merrymeadows.com/,,camp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=20790
163441,Campground,Mill Run,62,,Friendsville,MD,21531,814-395-3166,39.715721,-79.384868,"Mem-Lab, All ages, Tents, 1445 ft elev, dump, (C)",20791,,,,coe_rvt_pin,4,http://www.allstays.com/Campgrounds-reviews/20791.php
163443,Campground,The Treehouse Camp,57,20716 Townsend Rd,Gapland,MD,21779,301-432-5585,39.410119,-77.646519,"$, All year, No RVs, All Ages, Tents Only Camp, 787 ft elev, water, toilets, showers, pet friendly, cabins (C)",37928,http://thetreehousecamp.com/,,,camp_tent_pin,0,http://www.allstays.com/Campgrounds-reviews/37928.php
163444,Campground,Big Run State Park,60,10368 Savage River Rd,Swanton,MD,21561,301-895-5453,39.545231,-79.140124,"$$, 29 sites, All Year, All ages, Tents, 29 ft max RV length, 1510 ft elev, tables, grill, water, toilets, playground, trail, hike, (C)",20793,http://dnr.maryland.gov/publiclands/Pages/western/bigrun.aspx,,,sp_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=20793
163445,Campground,New Germany State Park,60,349 Headquarters Lane,Grantsville,MD,21536,301-895-5453,39.630184,-79.12689,"$$$, 39 sites, All Year, All ages, Tents, 35 ft max RV length, 2552 ft elev, 2 electric only sites, tables, grill, water, toilets, showers, dump, pet friendly, playground, walk-in sites in winter, (C)",20794,http://www.dnr.state.md.us/publiclands/Pages/western/newgermany.aspx,https://parkreservations.maryland.gov/create-booking/results?resourceLocationId=-2147483631&mapId=-2147483554&searchTabGroupId=0&bookingCategoryId=0&nights=1&isReserving=true,,sp_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=20794
163447,Campground,Greenbelt Park Campground,63,6565 Greenbelt Rd,Greenbelt,MD,20770,301-344-3948,38.994589,-76.893765,"$$, 174 sites, All Year, All ages, Tents, 35 ft max RV length, 111 ft elev, tables, water, toilets, dump, firewood, playground, Sep 2021: Still closed for a construction project. (C)",20796,https://www.nps.gov/gree/index.htm,https://www.recreation.gov/camping/campgrounds/232474,,np_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=20796
163448,Campground,Holiday Park Campground,57,14620 Drapers Mill Road,Greensboro,MD,21639,410-482-6797,39.00788,-75.764683,"$$$$$, 200 sites, Mem Day-Lab Day, All ages, Tents sites: 165, 60 ft max RV length, 28 ft elev, Accepts Big Rigs, 30 pull thrus, electric, 200 elec-water hookups, 20/30/50 amp, 3 amp sites, tables, grill, water, toilets, showers, dump, Clubs-GSC, RV Storage, propane, laundry, firewood, internet, cable tv, pet friendly extra rules, pool, playground, store, (C)",20797,https://holidaypark.com/,,,camp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=20797
163449,Campground,Antietam Creek Campground - Chesapeake Ohio Canal NP,63,1850 Dual Highway,Hagerstown,MD,21740,301-739-4200,39.4177288,-77.74507284,"$$, 20 sites, All Year, No RVs, All ages, Tents Only Camp, 0 ft max RV length, 288 ft elev, tables, grill, water, toilets, no res, walk-in sites (C)",20798,https://www.nps.gov/choh/planyourvisit/camping.htm,https://www.recreation.gov/camping/campgrounds/252970,,np_tent_pin,0,http://www.allstays.com/Campgrounds-reviews/20798.php
163450,Campground,Fifteen Mile Campground - Chesapeake Ohio Canal NP,63,1850 Dual Highway,Hagerstown,MD,21740,301-739-4200,39.62467,-78.38515,"$$, All Year, All ages, Tents, 20 ft max RV length in winter, 441 ft elev, tables, grill, water, toilets, trail, hike, no res, (C)",20799,https://www.nps.gov/choh/planyourvisit/camping.htm,https://www.recreation.gov/camping/campgrounds/252968,,np_rvt_pin,0,http://www.allstays.com/Campgrounds-reviews/20799.php
163451,Campground,McCoys Ferry Campground - Chesapeake Ohio Canal NP,63,1850 Dual Highway,Hagerstown,MD,21740,301-739-4200,39.60963,-77.9701,"$$, 12 sites, All Year, All ages, Tents, 20 ft max RV length in winter, 376 ft elev, tables, grill, water, toilets, trail, hike, no res, (C)",20800,https://www.nps.gov/choh/planyourvisit/camping.htm,https://www.recreation.gov/camping/campgrounds/252969,,np_rvt_pin,0,http://www.allstays.com/Campgrounds-reviews/20800.php
163452,Campground,Paw Paw Campground - Chesapeake Ohio Canal NP,63,1850 Dual Highway,Hagerstown,MD,21740,301-739-4200,39.5448234,-78.46092224,"$$, All Year, No RVs, All ages, Tents Only Camp, 0 ft max RV length, 510 ft elev, tables, grill, water, toilets, no res, walk-in sites (C)",20801,https://www.nps.gov/choh/planyourvisit/camping.htm,https://www.recreation.gov/camping/campgrounds/252971,,np_tent_pin,0,http://www.allstays.com/Campgrounds-reviews/20801.php
163453,Campground,Spring Gap Campground - Chesapeake Ohio Canal NP,63,1850 Dual Highway,Hagerstown,MD,21740,301-739-4200,39.564941,-78.718139,"$$, All Year, All ages, Tents, 20 ft max RV length in winter, 613 ft elev, tables, grill, water, toilets, trail, hike, no res, (C)",20802,https://www.nps.gov/choh/planyourvisit/camping.htm,https://www.recreation.gov/camping/campgrounds/252967,,np_rvt_pin,0,http://www.allstays.com/Campgrounds-reviews/20802.php
163454,Campground,Happy Hills Campground,57,12617 Seavolt Rd,Hancock,MD,21750,301-678-7760,39.657245,-78.248118,"$$$$, 205 sites, All Year, All ages, Tents Only sites: 20, 482 ft elev, 37 pull thrus, 170 full hookups, electric, 15 elec-water hookups, 20/30/50 amp, 1 amp sites, tables, grill, water, toilets, showers, dump, RV Storage, propane, laundry, firewood, internet, cable tv, pet friendly, pool, playground, Seasonals, (C)",20803,http://www.happyhillscampground-md.net/,,,camp_rvt_pin,1,https://www.allstays.com/reviews2/review.php?LocID=208
163457,Campground,Susquehanna State Park,60,4122 Wilkinson Road,Havre de Grace,MD,21078,410-557-7994,39.60745,-76.16513,"$$$, 69 sites, Apr 1-Oct 30, All ages, Tents, 30 ft max RV length, 267 ft elev, 6 electric only sites, 30 amp, tables, grill, water, toilets, showers, firewood, pet friendly extra rules, playground, boat launch, 6 cabins (C)",20806,http://www.dnr.state.md.us/publiclands/Pages/central/susquehanna.aspx,https://parkreservations.maryland.gov/create-booking/results?resourceLocationId=-2147483620&mapId=-2147483491&searchTabGroupId=0&bookingCategoryId=0&nights=1&isReserving=true,,sp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=20806
163458,Campground,Hart-Miller Island State Park,60,2813 Jerusalem Rd,Kingsville,MD,21087,410-592-2897,39.2505,-76.374729,"$, 22 sites, May 1-Sep 30, No RVs, All ages, Tents only camp, 2 ft elev, table, grill, water, toilets, boat-in sites, 6 sites on Hart-Miller, 11 sites on Hawk Cove, 5 sites on Pleasure Island (C)",20807,http://www.dnr.state.md.us/publiclands/Pages/central/hartmiller.aspx,,,sp_tent_pin,0,https://www.allstays.com/reviews2/review.php?LocID=20807
163459,Campground,Camp Meade RV Park,122,Fort George G. Meade,Laurel,MD,20755,301-677-6196,39.09701,-76.73099,"$$$$$, 56 sites, All Year, RVs only, All ages, No tent, 146 ft elev, Accepts Big Rigs, electric only sites, 20/30/50 amp, water, showers, dump, laundry, pet friendly, playground, For Military Use with ID Card, Active, National Guard, Reservists, Retired, DAV. DoD Civilians, (C)",20808,https://meade.armymwr.com/programs/camp-meade-rv-park,,,mil_rv_pin,3,https://www.allstays.com/reviews2/review.php?LocID=20808
163461,Campground,La Grande RV Resort,57,23285 Point Lookout Rd,Leonardtown,MD,20650,301-475-8550,38.255773,-76.597992,"$$$$, 70 sites, All year, RVs only, All Ages, No tent, 40 ft max RV length, 102 ft elev, Accepts Big Rigs, 56 pull thrus, 70 full hookups, electric, 30/50 amp, 70 amp sites, water, dump, RV Storage, propane, LP Bottle Exchange, laundry, internet, pet friendly extra rules, playground, store, trail, hike, Mostly residents, barely open, (C)",37929,,,,camp_rv_pin,2,http://www.allstays.com/Campgrounds-reviews/37929.php
163462,Campground,Little Orleans Campground,57,31661 Green Forest Dr SE,Little Orleans,MD,21766,301-478-2325,39.631838,-78.392112,"$$$$, 150 sites, All Year, All ages, Tents, 42 ft max RV length, 577 ft elev, Accepts Big Rigs, pull thrus, 122 full hookups, electric only sites, 30 amp, tables, grill, water, toilets, showers, dump, propane, laundry, pet friendly, pool, store, boat launch, 20 overnight sites, (C)",20810,http://www.littleorleanscampground.com/,,,camp_rvt_pin,2,https://www.allstays.com/reviews2/review.php?LocID=208
163463,Campground,Adventure Bound Washington DC,57,5381 Sands Rd,Lothian,MD,20711,443-607-8609,38.812998,-76.693503,"$$$$, 270 sites, All Year, All ages, Tents Only sites: 48, 40 ft max RV length, 37 ft elev, Accepts Big Rigs, 152 pull thrus, 152 full hookups, electric, 70 elec-water hookups, 20/30/50 amp, 20 amp sites, tables, grill, water, toilets, showers, dump(guests only), laundry, firewood, internet, pet friendly, pool, playground, (C)",20811,http://www.abcamping.com/washingtondc/,,,camp_rvt_pin,2,https://www.allstays.com/reviews2/review.php?LocID=20811
163464,Campground,Smallwood State Park,60,2750 Sweden Point Rd,Marbury,MD,20658,888-432-2267,38.549978,-77.185485,"$$$, 15 sites, Apr-Oct, All ages, Tents, 24 ft max RV length, 71 ft elev, 15 electric only sites, tables, grill, water, toilets, showers, dump, trail, hike, 1 ADA site, 2022 Renovation closure (C)",20812,http://www.dnr.state.md.us/publiclands/Pages/southern/smallwood.aspx,https://parkreservations.maryland.gov/create-booking/results?resourceLocationId=-2147483621&mapId=-2147483496&searchTabGroupId=0&bookingCategoryId=0&nights=1&isReserving=true,,sp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=20812
163465,Campground,Double G Campground,57,76 Double G Drive,Mc Henry,MD,21541,301-387-5481,39.559466,-79.344635,"$$$, 130 sites, May-Oct, RVs only, All ages, No tent, 40 ft max RV length, 2595 ft elev, Accepts Big Rigs, 130 full hookups, electric, 130 amp sites, water, toilets, showers, dump, propane, laundry, internet, pet friendly extra rules, store, boat launch, 9 overnight sites, (C)",20813,https://doublegrvpark.com/,https://doublegrvpark.com/,,camp_rv_pin,3,https://www.allstays.com/reviews2/review.php?LocID=20813
163467,Campground,KOA Holiday Washington DC,58,768 Cecil Ave N,Millersville,MD,21108,410-923-2771,39.069604,-76.648275,"$$$$$, 156 sites, Mar 1-late Nov, All ages, Tents Only sites: 32, 70 ft max RV length, 105 ft elev, Accepts Big Rigs, 69 pull thrus, 68 full hookups, electric, 56 elec-water hookups, 20/30/50 amp, 20 amp sites, tables, grill, water, toilets, showers, dump, RV Storage, propane, laundry, firewood, internet, pet friendly extra rules, pool, playground, (C)",20815,http://koa.com/campgrounds/washington-dc/,http://koa.com/campgrounds/washington-dc/reserve/,,koa_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=20815
163468,Campground,Roaring Point Waterfront Campground,57,2360 Nanticoke Wharf Rd.,Nanticoke,MD,21840,410-873-2553,38.263465,-75.913199,"$$$$, 130 sites, Apr 1 - Dec 1, All ages, Tents, 50 ft max RV length, 6 ft elev, Accepts Big Rigs, pull thrus, full hookups, electric, 107 elec-water hookups, 30/50 amp, 10 amp sites, tables, water, toilets, showers, dump, Clubs-GSC, RV Storage, propane, laundry, internet, pet friendly, playground, store, fish, (C)",20816,http://roaringpoint.com/,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=208
163469,Campground,Island Resort Campground,57,9537 Cropper Island Rd,Newark,MD,21841,410-641-9838,38.25444,-75.2425,"$$$$$, 93 sites, Apr 1-Oct 31, RVs only, All ages, No tent, 7 ft elev, Accepts Big Rigs, 10 pull thrus, 93 full hookups, electric, 20/30/50 amp, 93 amp sites, tables, grill, water, toilets, showers, dump, propane, laundry, firewood, pet friendly, pool, playground, store, (C)",20817,http://www.islandresort.org/,,,camp_rv_pin,4,https://www.allstays.com/reviews2/review.php?LocID=208
163470,Campground,Aqua Land Campground,57,Us Highway 301 S,Newburg,MD,20664,301-259-2575,38.36582,-76.969485,"$$$, 110 sites, All Year, All ages, Tents sites: 15, 40 ft max RV length, 23 ft elev, Accepts Big Rigs, 15 pull thrus, 36 full hookups, electric, 48 elec-water hookups, 30/50 amp, 10 amp sites, water, toilets, showers, dump, propane, laundry, pet friendly, playground, beach, store, fish, trail, hike, boat launch, (C)",20818,https://aqualandonthepotomac.com/,,,camp_rvt_pin,2,https://www.allstays.com/reviews2/review.php?LocID=208
163471,Campground,Elk Neck State Park,60,4395 Turkey Point Rd,North East,MD,21901,410-287-5333,39.479102,-75.979736,"$$$, 268 sites, All Year, All ages, Tents Only sites: 16, 80 ft max RV length, 133 ft elev, Accepts Big Rigs, 31 full hookups, electric only sites, 30 amp, tables, grill, water, flush t, dump, firewood, playground, boat launch, (C)",20819,http://www.dnr.state.md.us/publiclands/Pages/central/elkneck.aspx,https://parkreservations.maryland.gov/create-booking/results?resourceLocationId=-2147483641&mapId=-2147483610&searchTabGroupId=0&bookingCategoryId=0&nights=1&isReserving=true,,sp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=20819
163474,Campground,Swallow Falls State Park,60,2470 Maple Glade Road,Oakland,MD,21550,301-387-6938,39.499074,-79.421908,"$$$, 65 sites, Apr 1-early Dec, All ages, Tents sites: 65, 30 ft max RV length, 2510 ft elev, 6 pull thrus, 3 full hookups, electric only sites, 3 elec-water hookups, tables, grill, water, toilets, showers, dump, firewood, pet friendly extra rules, playground, trail, hike, (C)",20821,http://www.dnr.state.md.us/publiclands/Pages/western/swallowfalls.aspx,https://parkreservations.maryland.gov/create-booking/results?resourceLocationId=-2147483619&mapId=-2147483486&searchTabGroupId=0&bookingCategoryId=0&nights=1&isReserving=true,,sp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=20821
